project,fault,runtime
Math,7800053,196
Math,7800054,268
Math,7800055,210
Math,7800056,191
Math,7800057,196
Math,7800058,200
Math,7800059,187
Math,7800060,207
Math,7800061,191
Math,7800062,203
Math,7800063,219
Math,7800064,255
Math,7800065,191
Math,7901226,1215
Math,7901227,1210
Math,7901231,1168
Math,7901232,1211
Math,7901233,1284
Math,7901234,1223
Math,8001607,162
Math,8001608,225
Math,8001609,161
Math,8001610,177
Math,8001611,206
Math,8001612,177
Math,8001613,192
Math,8100910,161
Math,8100911,190
Math,8100912,156
Math,8100913,158
Math,8100914,173
Math,8100915,165
Math,8100917,217
Math,8100918,200
Math,8100919,202
Math,8100920,161
Math,8100921,157
Math,8100922,188
Math,8100923,158
Math,8100924,161
Math,8100925,164
Math,8100926,166
Math,8100927,197
Math,8100928,160
Math,8100929,221
Math,8100930,188
Math,8100931,173
Math,8102754,157
Math,8102755,160
Math,8102756,159
Math,8102757,188
Math,8102758,163
Math,8200030,51
Math,8200031,50
Math,8200032,64
Math,8200033,51
Math,8200034,49
Math,8200035,54
Math,8200036,54
Math,8300193,72
Math,8300194,59
Math,8300272,59
Math,8300280,59
Math,8300281,60
Math,8300282,58
Math,8300283,61
Math,8400005,18
Math,8400024,13
Math,8400025,17
Math,8400026,14
Math,8400027,12
Math,8500056,137
Math,8500057,136
Math,8500058,203
Math,8500059,145
Math,8600033,43
Math,8600034,47
Math,8700193,57
Math,8700194,54
Math,8700195,62
Math,8700196,57
Math,8700197,55
Math,8700198,58
Math,8700200,55
Math,8700201,66
Math,8700202,55
Math,8700203,73
Math,8800270,53
Math,8800279,53
Math,8800280,53
Math,8800281,52
Math,8800282,54
Math,8800283,59
Math,9000010,13
Math,9100149,96
Math,9100150,96
Math,9100151,94
Math,9100152,99
Math,9100153,100
Math,9100154,94
Math,9100155,96
Math,9100156,93
Math,9200058,692
Math,9200059,747
Math,9200060,693
Math,9200061,905
Math,9200062,688
Math,9200063,669
Math,9200064,954
Math,9200065,894
Math,9200066,713
Math,9200067,797
Math,9200068,704
Math,9200069,673
Math,9200070,706
Math,9200071,730
Math,9200072,667
Math,9200073,677
Math,9200074,684
Math,9200075,675
Math,9200076,693
Math,9200077,675
Math,9200078,690
Math,9200079,712
Math,9200080,744
Math,9200081,681
Math,9200082,691
Math,9200083,2617
Math,9200084,666
Math,9200085,675
Math,9200086,786
Math,9200087,682
Math,9200088,729
Math,9200089,901
Math,9200090,877
Math,9200091,653
Math,9200092,683
Math,9200093,981
Math,9200094,675
Math,9200095,695
Math,9200096,702
Math,9200097,701
Math,9200098,683
Math,9200099,716
Math,9200100,663
Math,9200101,695
Math,9200102,681
Math,9200103,749
Math,9200104,688
Math,9200105,655
Math,9200106,796
Math,9200107,686
Math,9200108,2519
Math,9200109,923
Math,9200110,994
Math,9200111,679
Math,9200112,699
Math,9200113,699
Math,9200114,700
Math,9200115,687
Math,9200116,661
Math,9200117,732
Math,9200118,716
Math,9200119,697
Math,9200120,681
Math,9200121,691
Math,9200122,672
Math,9200123,750
Math,9200124,687
Math,9200125,817
Math,9200126,916
Math,9200127,681
Math,9200128,689
Math,9200129,1028
Math,9200130,670
Math,9200131,751
Math,9200132,686
Math,9200133,746
Math,9200134,804
Math,9200135,704
Math,9200136,735
Math,9200137,669
Math,9200138,693
Math,9200139,715
Math,9200140,676
Math,9200141,689
Math,9200142,675
Math,9200143,873
Math,9200144,687
Math,9200145,710
Math,9200146,707
Math,9200147,753
Math,9200148,994
Math,9200149,740
Math,9200150,693
Math,9200151,666
Math,9200152,807
Math,9200153,731
Math,9200154,678
Math,9200155,710
Math,9200157,692
Math,9200158,705
Math,9200159,711
Math,9200160,757
Math,9200161,752
Math,9200162,888
Math,9200163,664
Math,9200164,749
Math,9200165,694
Math,9200166,690
Math,9200167,736
Math,9200168,730
Math,9200169,696
Math,9200170,779
Math,9200171,706
Math,9200172,997
Math,9200173,729
Math,9200174,914
Math,9200175,715
Math,9200176,752
Math,9200177,664
Math,9200178,709
Math,9200179,732
Math,9200180,735
Math,9200181,718
Math,9200182,977
Math,9200183,927
Math,9200184,661
Math,9200185,726
Math,9200186,752
Math,9200187,858
Math,9200188,731
Math,9200189,704
Math,9200190,739
Math,9200191,757
Math,9200192,998
Math,9200193,692
Math,9200194,649
Math,9200195,684
Math,9200196,874
Math,9200197,660
Math,9200198,901
Math,9200199,660
Math,9200200,687
Math,9200201,705
Math,9200202,758
Math,9200203,701
Math,9200204,697
Math,9200205,706
Math,9200206,652
Math,9200222,734
Math,9200223,687
Math,9200224,710
Math,9200225,642
Math,9300184,690
Math,9300185,706
Math,9300186,684
Math,9300187,677
Math,9300188,684
Math,9300189,679
Math,9300190,661
Math,9300191,659
Math,9300192,663
Math,9300193,667
Math,9300198,703
Math,9300199,674
Math,9300200,702
Math,9300201,661
Math,9300202,662
Math,9300207,668
Math,9300208,674
Math,9400170,697
Math,9400171,701
Math,9400175,693
Math,9400176,636
Math,9400178,661
Math,9400181,645
Math,9500054,44
Math,9500055,41
Math,9500056,37
Math,9500057,39
Math,9500058,39
Math,9600182,250
Math,9600183,212
Math,9600184,229
Math,9600185,220
Math,9600186,220
Math,9600187,199
Math,9600188,209
Math,9600189,212
Math,9700039,170
Math,9700040,219
Math,9700041,198
Math,9700042,188
Math,9700043,180
Math,9700044,181
Math,9700045,163
Math,9700046,171
Math,9800400,222
Math,9801092,207
Math,9900424,739
Math,9900425,751
Math,9900426,804
Math,9900427,770
Math,9900428,771
Math,9900429,834
Math,9900430,855
Math,9900606,704
Math,9900607,728
Math,10000082,74
Math,10000114,76
Math,10000117,74
Math,10100071,88
Math,10100072,86
Math,10100073,88
Math,10100074,87
Math,10100078,88
Math,10100079,88
Math,10100080,93
Math,10200016,69
Math,10200017,62
Math,10200018,71
Math,10200019,66
Math,10200020,75
Math,10200021,76
Math,10200022,69
Math,10200023,63
Math,10200024,65
Math,10200025,69
Math,10200026,71
Math,10200027,65
Math,10200028,63
Math,10200029,64
Math,10200030,69
Math,10200031,73
Math,10200032,79
Math,10200038,73
Math,10200039,70
Math,10200040,68
Math,10200041,71
Math,10200042,65
Math,10200043,63
Math,10200044,65
Math,10200045,69
Math,10200046,88
Math,10200047,69
Math,10200048,71
Math,10200049,69
Math,10200050,69
Math,10200051,72
Math,10200052,68
Math,10200053,72
Math,10200054,65
Math,10200055,69
Math,10200056,65
Math,10200057,71
Math,10200058,68
Math,10200059,73
Math,10200060,63
Math,10300039,32
Math,10300040,33
Math,10300041,31
Math,10300042,32
Math,10300043,37
Math,10300044,33
Math,10500150,17
Math,10500151,18
Math,10500152,15
Math,10500153,16
Math,10500154,15
Math,10500155,16
Math,10500156,16
Math,10500157,16
Math,10500158,15
Math,10500159,16
Math,10500160,16
Math,10500161,16
Math,10500162,16
Math,10500163,16
Math,10600034,26
Math,10600035,26
Math,10600036,26
Math,10600040,26
Math,10600041,27
Math,10600042,25
Mockito,1,4822
Mockito,2,85
Mockito,3,4359
Mockito,4,3948
Mockito,5,103
Mockito,6,3522
Mockito,7,125
Mockito,8,25
Mockito,9,3417
Mockito,10,3891
Mockito,11,2085
Mockito,12,65
Mockito,13,503
Mockito,14,1826
Mockito,15,61
Mockito,16,1701
Mockito,17,1436
Mockito,18,3908
Mockito,19,4805
Mockito,20,6713
Mockito,21,43
Mockito,22,1905
Mockito,23,3022
Mockito,24,3978
Mockito,25,3363
Mockito,26,2489
Mockito,27,2537
Mockito,28,77
Mockito,29,139
Mockito,30,1904
Mockito,31,1538
Mockito,32,2205
Mockito,33,1751
Mockito,34,1808
Mockito,35,520
Mockito,36,2808
Mockito,37,278
Mockito,38,243
Mockito,100063,4824
Mockito,100064,5890
Mockito,100065,5178
Mockito,100066,5481
Mockito,100067,5781
Mockito,100068,5029
Mockito,100069,5652
Mockito,100070,5922
Mockito,200001,111
Mockito,200009,117
Mockito,200010,113
Mockito,200011,122
Mockito,200012,97
Mockito,200013,108
Mockito,200014,109
Mockito,300066,5746
Mockito,300067,5968
Mockito,300068,5533
Mockito,300069,4927
Mockito,300070,5468
Mockito,300076,10898
Mockito,300077,5831
Mockito,300078,5560
Mockito,300079,5872
Mockito,300080,5560
Mockito,400016,5105
Mockito,600002,4557
Mockito,600003,4976
Mockito,600004,4620
Mockito,600005,4573
Mockito,600006,4511
Mockito,600007,4868
Mockito,600008,4978
Mockito,600009,5063
Mockito,600010,9044
Mockito,600012,4400
Mockito,600013,4920
Mockito,600014,5025
Mockito,600015,4610
Mockito,600016,4564
Mockito,600017,4937
Mockito,600018,5098
Mockito,600019,4704
Mockito,600020,4638
Mockito,600021,5044
Mockito,600022,4993
Mockito,700072,179
Mockito,800012,83
Mockito,900001,5047
Mockito,900002,4520
Mockito,1000012,4431
Mockito,1000013,4497
Mockito,1000014,3975
Mockito,1000016,4054
Mockito,1000017,4187
Mockito,1100013,3135
Mockito,1100014,2805
Mockito,1100015,2831
Mockito,1200007,67
Mockito,1300012,2487
Mockito,1300015,2493
Mockito,1400020,2458
Mockito,1400089,2367
Mockito,1400090,2390
Mockito,1400091,2574
Mockito,1500006,82
Mockito,1500007,83
Mockito,1600009,2154
Mockito,1600039,2056
Mockito,1600040,2069
Mockito,1700009,1851
Mockito,1700010,1918
Mockito,1700011,1870
Mockito,1700042,2150
Mockito,1700043,1865
Mockito,1700044,2094
Mockito,1700072,1987
Mockito,1800024,5019
Mockito,1800025,4884
Mockito,1900021,5579
Mockito,1900046,6000
Mockito,1900048,6381
Mockito,1900049,6050
Mockito,1900050,5550
Mockito,1900051,6007
Mockito,1900052,5773
Mockito,1900053,6880
Mockito,1900054,5904
Mockito,1900055,6474
Mockito,1900056,6216
Mockito,2100004,57
Mockito,2100005,54
Mockito,2100006,52
Mockito,2100007,55
Mockito,2100008,54
Mockito,2100009,54
Mockito,2100010,93
Mockito,2100011,54
Mockito,2100012,54
Mockito,2200001,1744
Mockito,2200002,2994
Mockito,2200003,1751
Mockito,2200004,1680
Mockito,2200005,1747
Mockito,2300003,4563
Mockito,2300004,3835
Mockito,2300009,3920
Mockito,2300010,3886
Mockito,2300011,4008
Mockito,2300012,3874
Mockito,2300027,4166
Mockito,2300028,3852
Mockito,2400012,5119
Mockito,2400013,4512
Mockito,2400014,4549
Mockito,2400015,4822
Mockito,2400016,4514
Mockito,2400017,4536
Mockito,2400018,5048
Mockito,2500007,4173
Mockito,2500013,4584
Mockito,2500014,4523
Mockito,2500015,4316
Mockito,2500016,4273
Mockito,2500017,4695
Mockito,2500018,4505
Mockito,2500019,5710
Mockito,2500020,4514
Mockito,2600051,3351
Mockito,2600052,3205
Mockito,2600053,3516
Mockito,2700020,3393
Mockito,2800015,92
Mockito,2800016,93
Mockito,2900005,190
Mockito,2900006,183
Mockito,3000018,2448
Mockito,3100006,2196
Mockito,3100007,2174
Mockito,3100008,2036
Mockito,3100009,2112
Mockito,3100010,2110
Mockito,3100011,2155
Mockito,3100012,2034
Mockito,3100013,2037
Mockito,3100014,2021
Mockito,3200011,3085
Mockito,3300041,2147
Mockito,3300042,2348
Mockito,3300043,2112
Mockito,3300044,4063
Mockito,3300045,2316
Mockito,3300046,3995
Mockito,3300047,2221
Mockito,3300048,3998
Mockito,3300049,4013
Mockito,3300050,2212
Mockito,3300051,2232
Mockito,3300052,2262
Mockito,3300053,2418
Mockito,3400044,2170
Mockito,3400045,2102
Mockito,3400046,2100
Mockito,3400047,2200
Mockito,3400048,2160
Mockito,3500022,1985
Mockito,3500031,3367
Mockito,3500033,4072
Mockito,3600114,2563
Mockito,3600115,2981
Mockito,3600116,2645
Mockito,3700005,931
Mockito,3700006,966
Mockito,3700007,962
Mockito,3700008,968
Mockito,3800020,335
Time,1,15045
Time,2,15603
Time,3,5372
Time,4,3538
Time,5,7479
Time,6,10702
Time,7,11513
Time,8,10007
Time,9,10001
Time,10,1481
Time,11,46
Time,12,6829
Time,13,3732
Time,14,14705
Time,15,3285
Time,16,10732
Time,17,13486
Time,18,10347
Time,19,14492
Time,20,10928
Time,21,15182
Time,22,8082
Time,23,8660
Time,24,774
Time,25,2714
Time,26,14579
Time,27,3741
Time,100032,19284
Time,100033,19932
Time,100034,18642
Time,100035,19358
Time,100036,19253
Time,100037,20522
Time,100038,18914
Time,100039,19552
Time,100048,19685
Time,100049,18667
Time,100050,18890
Time,100051,19077
Time,100052,19865
Time,100053,18899
Time,100423,19990
Time,200033,19920
Time,200034,26093
Time,200035,20192
Time,200399,20571
Time,200400,20086
Time,200401,19540
Time,200402,21512
Time,300058,7885
Time,300059,7298
Time,300060,6986
Time,300061,7408
Time,300064,7357
Time,300065,7077
Time,300066,8236
Time,300067,7800
Time,300070,7732
Time,300071,6957
Time,300074,7765
Time,300075,6759
Time,300076,7720
Time,300077,7422
Time,300080,7256
Time,300081,7276
Time,300082,7746
Time,300083,7439
Time,300088,7508
Time,300089,7462
Time,300090,7160
Time,300091,7326
Time,300094,6952
Time,300095,7121
Time,300099,7066
Time,300103,7132
Time,300107,7201
Time,400204,4483
Time,500517,9008
Time,500518,19480
Time,500519,9954
Time,500520,9247
Time,500521,9769
Time,500522,10368
Time,500523,9614
Time,500524,9612
Time,500525,9559
Time,500526,9837
Time,500527,10162
Time,500528,9466
Time,500529,10138
Time,500530,9516
Time,500531,9869
Time,500532,9867
Time,500533,9298
Time,500534,9601
Time,500535,9397
Time,500536,9432
Time,500537,9456
Time,500538,9545
Time,500539,9216
Time,500540,9444
Time,500541,9381
Time,500542,9532
Time,500543,11698
Time,500544,9061
Time,500545,9554
Time,500546,8819
Time,500547,9513
Time,500548,17971
Time,500549,9967
Time,500550,8973
Time,500551,9631
Time,500552,9269
Time,500553,9299
Time,500554,9738
Time,500555,9510
Time,500556,9938
Time,600021,13910
Time,600237,13651
Time,600238,25287
Time,600239,14571
Time,600240,13558
Time,600241,13545
Time,600242,13513
Time,600243,14031
Time,600244,13310
Time,600245,14020
Time,600246,14158
Time,600247,13581
Time,600248,13216
Time,600249,13551
Time,600250,13294
Time,600251,12817
Time,600252,14919
Time,600253,14218
Time,600254,13479
Time,700114,14478
Time,800048,14295
Time,800051,15134
Time,800054,13874
Time,800055,13334
Time,800056,16844
Time,800058,15711
Time,800059,13658
Time,800060,12926
Time,800061,13714
Time,800063,13623
Time,800065,13510
Time,800066,13160
Time,800067,13873
Time,800069,27619
Time,800080,14540
Time,800081,14363
Time,800082,13451
Time,800083,13681
Time,800084,13990
Time,900038,13495
Time,900041,13764
Time,900045,26444
Time,900060,14079
Time,900061,13971
Time,900062,13622
Time,900063,24721
Time,900064,14031
Time,900065,14131
Time,900070,14879
Time,900071,12731
Time,900072,13927
Time,900073,15126
Time,900074,13122
Time,900076,13526
Time,900077,13385
Time,900079,13681
Time,900084,14178
Time,900086,14459
Time,1000026,1855
Time,1100001,77
Time,1200007,9042
Time,1200009,9089
Time,1200010,8636
Time,1200011,8704
Time,1200012,8888
Time,1200013,9199
Time,1200014,8858
Time,1200015,9484
Time,1200016,9011
Time,1200017,8478
Time,1200018,9040
Time,1200019,9059
Time,1200020,8843
Time,1200021,8931
Time,1200022,8583
Time,1200024,8399
Time,1200025,8012
Time,1200026,8816
Time,1200027,9057
Time,1200390,8347
Time,1200392,8449
Time,1200393,8713
Time,1200394,9025
Time,1200395,8806
Time,1200396,9006
Time,1200397,8959
Time,1200398,8460
Time,1200399,8518
Time,1200400,8905
Time,1200401,8513
Time,1200402,9206
Time,1200403,9053
Time,1200404,8650
Time,1200405,8879
Time,1200407,8824
Time,1200408,8027
Time,1200409,8394
Time,1200410,9216
Time,1300306,4824
Time,1300307,4773
Time,1300308,4686
Time,1300309,5142
Time,1300310,5351
Time,1300311,5229
Time,1300351,5051
Time,1300373,4862
Time,1300374,4732
Time,1300375,4890
Time,1300376,5026
Time,1300377,5026
Time,1300378,4821
Time,1300379,5102
Time,1300380,4874
Time,1300381,4723
Time,1300382,4719
Time,1300383,4799
Time,1400104,20559
Time,1400105,20638
Time,1400106,19495
Time,1400107,19900
Time,1400108,21588
Time,1400109,18678
Time,1400110,19763
Time,1400111,20878
Time,1400112,20925
Time,1400113,20616
Time,1400114,20584
Time,1400115,21752
Time,1400116,19254
Time,1400117,19443
Time,1400118,21900
Time,1400119,20821
Time,1400120,20108
Time,1400121,21285
Time,1400122,19570
Time,1400123,19659
Time,1400124,20014
Time,1400125,20315
Time,1400126,19914
Time,1400127,20658
Time,1400128,20690
Time,1400129,20900
Time,1400130,20388
Time,1400131,19610
Time,1400132,21230
Time,1400133,19700
Time,1400134,20287
Time,1400135,21718
Time,1400136,19930
Time,1400137,19823
Time,1400138,24795
Time,1400139,19970
Time,1400140,20439
Time,1400141,20726
Time,1400142,20123
Time,1400143,19173
Time,1400144,22140
Time,1400145,20294
Time,1400146,20463
Time,1400147,20828
Time,1500086,4948
Time,1500087,5272
Time,1700380,17965
Time,1700381,18093
Time,1700382,18458
Time,1700384,18788
Time,1700385,18891
Time,1700386,19432
Time,1700387,18238
Time,1700388,17831
Time,1700389,18593
Time,1700390,18484
Time,1700391,18680
Time,1700392,19342
Time,1700393,18809
Time,1700394,18881
Time,1700395,17579
Time,1700396,18561
Time,1700397,18863
Time,1700398,18882
Time,1700400,20060
Time,1700401,20057
Time,1700402,18472
Time,1700403,18032
Time,1700404,17786
Time,1700405,19511
Time,1700406,19732
Time,1700407,18021
Time,1700408,18602
Time,1700409,18399
Time,1700410,18231
Time,1700411,18543
Time,1700412,17806
Time,1700413,18314
Time,1700414,18801
Time,1700415,17581
Time,1700416,17669
Time,1700417,17882
Time,1700418,19178
Time,1700419,18910
Time,1700420,18429
Time,1700421,18481
Time,1700422,19959
Time,1700423,18395
Time,1700424,18394
Time,1700425,17752
Time,1700426,18245
Time,1700427,19346
Time,1700428,18102
Time,1700429,18511
Time,1700430,18650
Time,1700431,20219
Time,1700432,19140
Time,1700433,22093
Time,1800063,12716
Time,1800064,12079
Time,1800065,12634
Time,1800066,12922
Time,1800067,12528
Time,1800068,12671
Time,1800069,13668
Time,1800070,12204
Time,1800071,12228
Time,1800072,13127
Time,1900286,19993
Time,1900287,19175
Time,1900288,19167
Time,2001156,14661
Time,2001157,14072
Time,2001158,13143
Time,2001159,13329
Time,2001160,14005
Time,2001161,13441
Time,2001162,13369
Time,2001163,13496
Time,2001164,13486
Time,2001165,13137
Time,2001166,12876
Time,2001167,12848
Time,2100022,17307
Time,2100023,17819
Time,2100024,18199
Time,2100025,17277
Time,2100026,18100
Time,2100027,17930
Time,2100028,18358
Time,2100029,17418
Time,2100030,17773
Time,2100031,18546
Time,2100042,17559
Time,2100043,20849
Time,2100044,17446
Time,2100045,16993
Time,2100046,18476
Time,2100047,19313
Time,2100048,17848
Time,2100049,17805
Time,2100050,18160
Time,2100051,18253
Time,2100052,18137
Time,2100053,17536
Time,2100054,18414
Time,2100055,18520
Time,2100056,17256
Time,2100057,17716
Time,2100058,18896
Time,2100059,18381
Time,2100060,17975
Time,2100061,17786
Time,2100062,18779
Time,2200062,9108
Time,2200063,9177
Time,2200064,9512
Time,2200065,9284
Time,2200066,8628
Time,2200067,8989
Time,2200068,8982
Time,2200069,9539
Time,2200070,8410
Time,2200071,9094
Time,2200072,9090
Time,2200073,9308
Time,2200074,8341
Time,2300148,10262
Time,2300149,10374
Time,2300158,10354
Time,2300161,10689
Time,2300163,11016
Time,2300165,10372
Time,2300166,10862
Time,2300168,11045
Time,2300170,10084
Time,2400071,5733
Time,2400072,5866
Time,2400075,5654
Time,2400076,5500
Time,2400077,6036
Time,2400078,6073
Time,2400079,6017
Time,2400080,5950
Time,2400081,5737
Time,2400082,5737
Time,2400083,5644
Time,2500258,19177
Time,2500259,17934
Time,2500260,19428
Time,2500261,18407
Time,2500262,18519
Time,2500263,18887
Time,2500264,19935
Time,2500265,19288
Time,2500266,20291
Time,2500267,19612
Time,2500268,19248
Time,2500269,18873
Time,2500270,19083
Time,2500271,18927
Time,2500272,19177
Time,2600197,20576
Time,2600200,24773
Time,2600243,19098
Time,2600257,18107
Time,2700203,3728
Time,2700204,3712
Time,2700205,3593
Time,2700206,3436
